,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,web_name
5,520,51,ARS,0,False,2021-09-26T15:30:00Z,3.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,3770,307377,33490,29720,Scarlett
6,520,68,AVL,0,True,2021-10-03T13:00:00Z,2.0,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-27461,279508,10802,38263,Scarlett
7,520,77,NEW,0,False,2021-10-17T15:30:00Z,2.0,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-15949,267497,10220,26169,Scarlett
8,520,90,WHU,0,False,2021-10-24T13:00:00Z,1.0,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-6893,262105,8338,15231,Scarlett
9,520,98,MUN,0,True,2021-10-30T16:30:00Z,0.0,3.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-9740,254647,8821,18561,Scarlett
10,520,106,EVE,0,False,2021-11-07T14:00:00Z,0.0,0.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-7107,249034,4012,11119,Scarlett
11,520,118,LEE,0,True,2021-11-21T16:30:00Z,2.0,1.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-6707,243308,2962,9669,Scarlett
12,520,140,BRE,0,True,2021-12-02T19:30:00Z,2.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-7037,226926,362,7399,Scarlett
13,520,147,NOR,0,True,2021-12-05T14:00:00Z,3.0,0.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-8613,218383,553,9166,Scarlett
14,520,166,LEI,0,False,2021-12-16T19:30:00Z,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-4059,210844,2397,6456,Scarlett
